Attention,Meditation,Eye Blink,Average,Emotion,Intensity
62,21,4,29.0,Concentrated,Low
26,29,17,24.0,Relaxed,Low
16,33,8,19.0,Relaxed,Low
64,73,19,52.0,Happy,Medium
75,22,12,36.33333333,Concentrated,Medium
17,65,20,34.0,Concentrated,Medium
32,34,13,26.33333333,Relaxed,Low
7,98,16,40.33333333,Concentrated,Medium
51,4,10,21.66666667,Relaxed,Low
64,51,5,40.0,Concentrated,Medium
82,71,3,52.0,Happy,Medium
91,30,4,41.66666667,Concentrated,Medium
51,68,10,43.0,Happy,Medium
67,12,11,30.0,Concentrated,Medium
29,100,20,49.66666667,Happy,Medium
39,66,17,40.66666667,Concentrated,Medium
46,54,20,40.0,Concentrated,Medium
45,68,11,41.33333333,Concentrated,Medium
24,28,5,19.0,Relaxed,Low
37,40,20,32.33333333,Concentrated,Medium
49,11,19,26.33333333,Relaxed,Low
34,38,4,25.33333333,Relaxed,Low
21,37,3,20.33333333,Relaxed,Low
24,11,14,16.33333333,Relaxed,Low
78,81,2,53.66666667,Happy,Medium
32,20,18,23.33333333,Relaxed,Low
53,44,5,34.0,Concentrated,Medium
81,7,9,32.33333333,Concentrated,Medium
71,16,15,34.0,Concentrated,Medium
5,1,3,3.0,Drunker,Low
67,31,5,34.33333333,Concentrated,Medium
41,93,16,50.0,Happy,Medium
69,81,1,50.33333333,Happy,Medium
24,75,2,33.66666667,Concentrated,Medium
97,46,3,48.66666667,Happy,Medium
35,70,9,38.0,Concentrated,Medium
21,16,21,19.33333333,Relaxed,Low
69,90,19,59.33333333,Fear,Medium
29,39,7,25.0,Relaxed,Low
82,65,13,53.33333333,Happy,Medium
17,29,8,18.0,Relaxed,Low
66,99,6,57.0,Fear,Medium
100,18,15,44.33333333,Happy,Medium
99,68,2,56.33333333,Drunker,Medium
33,29,15,25.66666667,Relaxed,Low
78,38,3,39.66666667,Concentrated,Medium
56,51,18,41.66666667,Concentrated,Medium
88,91,3,60.66666667,Fear,High
4,98,1,34.33333333,Concentrated,Medium
17,89,15,40.33333333,Concentrated,Medium
60,93,2,51.66666667,Happy,Medium
28,57,16,33.66666667,Concentrated,Medium
4,88,6,32.66666667,Concentrated,Medium
64,60,16,46.66666667,Happy,Medium
97,96,6,66.33333333,Fear,High
16,60,16,30.66666667,Concentrated,Medium
11,7,21,13.0,Sad,Low
55,64,15,44.66666667,Happy,Medium
52,28,13,31.0,Concentrated,Medium
31,25,5,20.33333333,Relaxed,Low
27,14,21,20.66666667,Relaxed,Low
1,31,4,12.0,Sad,Low
81,42,19,47.33333333,Happy,Medium
100,24,2,42.0,Concentrated,Medium
87,83,3,57.66666667,Fear,Medium
65,55,20,46.66666667,Happy,Medium
27,79,20,42.0,Concentrated,Medium
66,68,2,45.33333333,Happy,Medium
53,1,5,19.66666667,Relaxed,Low
4,33,4,13.66666667,Sad,Low
90,21,21,44.0,Happy,Medium
9,31,18,19.33333333,Relaxed,Low
24,7,1,10.66666667,Sad,Low
18,18,6,14.0,Sad,Low
87,41,21,49.66666667,Happy,Medium
77,54,13,48.0,Happy,Medium
18,79,4,33.66666667,Concentrated,Medium
78,27,4,36.33333333,Concentrated,Medium
41,43,4,29.33333333,Concentrated,Low
53,5,19,25.66666667,Relaxed,Low
28,6,13,15.66666667,Relaxed,Low
90,84,21,65.0,Fear,High
61,87,7,51.66666667,Happy,Medium
3,6,21,10.0,Sad,Low
14,53,16,27.66666667,Relaxed,Low
9,24,2,11.66666667,Sad,Low
22,70,15,35.66666667,Concentrated,Medium
12,45,13,23.33333333,Relaxed,Low
12,12,14,12.66666667,Sad,Low
63,12,9,28.0,Relaxed,Low
33,26,17,25.33333333,Relaxed,Low
49,10,20,26.33333333,Relaxed,Low
29,5,2,12.0,Sad,Low
47,8,5,20.0,Relaxed,Low
1,88,6,31.66666667,Concentrated,Medium
61,43,9,37.66666667,Concentrated,Medium
84,39,7,43.33333333,Happy,Medium
33,50,6,29.66666667,Concentrated,Low
86,13,19,39.33333333,Concentrated,Medium
63,89,3,51.66666667,Happy,Medium
13,33,17,21.0,Relaxed,Low
77,4,21,34.0,Concentrated,Medium
64,84,5,51.0,Happy,Medium
28,22,16,22.0,Relaxed,Low
52,66,10,42.66666667,Drunker,Medium
32,72,8,37.33333333,Concentrated,Medium
30,81,17,42.66666667,Drunker,Medium
38,10,14,20.66666667,Relaxed,Low
79,81,9,56.33333333,Drunker,Medium
17,71,20,36.0,Concentrated,Medium
9,84,10,34.33333333,Concentrated,Medium
94,8,18,40.0,Concentrated,Medium
99,44,18,53.66666667,Happy,Medium
73,66,21,53.33333333,Happy,Medium
3,87,3,31.0,Concentrated,Medium
50,43,7,33.33333333,Concentrated,Medium
2,10,13,8.333333333,Sad,Low
100,40,2,47.33333333,Happy,Medium
81,62,7,50.0,Happy,Medium
66,18,9,31.0,Concentrated,Medium
20,80,11,37.0,Concentrated,Medium
68,26,7,33.66666667,Concentrated,Medium
30,94,13,45.66666667,Happy,Medium
23,68,7,32.66666667,Concentrated,Medium
22,74,2,32.66666667,Concentrated,Medium
2,95,9,35.33333333,Concentrated,Medium
67,54,13,44.66666667,Happy,Medium
68,72,14,51.33333333,Happy,Medium
54,2,10,22.0,Relaxed,Low
56,4,12,24.0,Relaxed,Low
22,35,7,21.33333333,Relaxed,Low
4,96,15,38.33333333,Concentrated,Medium
39,100,16,51.66666667,Happy,Medium
54,55,17,42.0,Concentrated,Medium
80,64,19,54.33333333,Happy,Medium
85,87,16,62.66666667,Fear,High
76,51,1,42.66666667,Drunker,Medium
59,86,10,51.66666667,Happy,Medium
77,81,19,59.0,Fear,Medium
20,41,20,27.0,Relaxed,Low
94,96,5,65.0,Fear,High
25,1,10,12.0,Sad,Low
27,2,7,12.0,Sad,Low
81,90,6,59.0,Fear,Medium
19,88,12,39.66666667,Concentrated,Medium
22,81,6,36.33333333,Concentrated,Medium
81,67,8,52.0,Happy,Medium
43,68,2,37.66666667,Concentrated,Medium
32,23,1,18.66666667,Relaxed,Low
91,68,11,56.66666667,Drunker,Medium
24,31,8,21.0,Relaxed,Low
64,64,5,44.33333333,Happy,Medium
66,11,21,32.66666667,Concentrated,Medium
66,62,21,49.66666667,Happy,Medium
61,93,19,57.66666667,Fear,Medium
64,17,6,29.0,Concentrated,Low
15,24,18,19.0,Relaxed,Low
1,99,16,38.66666667,Concentrated,Medium
68,18,6,30.66666667,Concentrated,Medium
40,18,21,26.33333333,Relaxed,Low
29,97,18,48.0,Happy,Medium
75,94,14,61.0,Fear,High
19,49,1,23.0,Relaxed,Low
53,44,13,36.66666667,Concentrated,Medium
92,51,13,52.0,Happy,Medium
95,99,13,69.0,Fear,High
24,38,10,24.0,Relaxed,Low
89,39,20,49.33333333,Happy,Medium
56,59,16,43.66666667,Happy,Medium
81,9,6,32.0,Concentrated,Medium
78,38,20,45.33333333,Happy,Medium
24,53,8,28.33333333,Drunker,Low
26,51,3,26.66666667,Relaxed,Low
20,82,17,39.66666667,Concentrated,Medium
93,45,8,48.66666667,Happy,Medium
38,45,2,28.33333333,Drunker,Low
27,45,20,30.66666667,Concentrated,Medium
22,64,16,34.0,Concentrated,Medium
96,62,2,53.33333333,Happy,Medium
76,2,12,30.0,Concentrated,Medium
65,61,14,46.66666667,Happy,Medium
28,8,11,15.66666667,Relaxed,Low
64,20,13,32.33333333,Concentrated,Medium
45,91,16,50.66666667,Happy,Medium
98,40,1,46.33333333,Happy,Medium
47,87,4,46.0,Happy,Medium
90,13,19,40.66666667,Concentrated,Medium
85,100,19,68.0,Fear,High
16,7,17,13.33333333,Sad,Low
1,85,17,34.33333333,Concentrated,Medium
17,47,5,23.0,Relaxed,Low
59,38,13,36.66666667,Concentrated,Medium
74,46,16,45.33333333,Happy,Medium
1,83,20,34.66666667,Concentrated,Medium
24,6,3,11.0,Sad,Low
30,49,13,30.66666667,Concentrated,Medium
92,62,1,51.66666667,Happy,Medium
68,89,5,54.0,Happy,Medium
58,95,9,54.0,Happy,Medium
45,24,3,24.0,Relaxed,Low
56,54,3,37.66666667,Concentrated,Medium
93,16,10,39.66666667,Concentrated,Medium
19,53,19,30.33333333,Concentrated,Medium
83,75,8,55.33333333,Happy,Medium
4,10,12,8.666666667,Sad,Low
57,24,4,28.33333333,Drunker,Low
56,46,17,39.66666667,Concentrated,Medium
32,70,7,36.33333333,Concentrated,Medium
71,1,16,29.33333333,Concentrated,Low
41,35,19,31.66666667,Concentrated,Medium
92,99,15,68.66666667,Fear,High
93,82,12,62.33333333,Fear,High
59,39,19,39.0,Concentrated,Medium
46,86,4,45.33333333,Happy,Medium
85,73,21,59.66666667,Fear,Medium
92,19,11,40.66666667,Concentrated,Medium
42,10,10,20.66666667,Relaxed,Low
27,3,2,10.66666667,Sad,Low
38,70,2,36.66666667,Concentrated,Medium
78,91,2,57.0,Fear,Medium
3,87,15,35.0,Concentrated,Medium
8,23,9,13.33333333,Sad,Low
11,88,5,34.66666667,Concentrated,Medium
71,29,11,37.0,Concentrated,Medium
61,4,16,27.0,Relaxed,Low
76,77,13,55.33333333,Happy,Medium
54,86,7,49.0,Happy,Medium
13,100,2,38.33333333,Concentrated,Medium
45,79,5,43.0,Happy,Medium
62,61,17,46.66666667,Happy,Medium
61,61,4,42.0,Concentrated,Medium
75,77,5,52.33333333,Happy,Medium
9,84,8,33.66666667,Concentrated,Medium
83,87,1,57.0,Fear,Medium
59,45,12,38.66666667,Concentrated,Medium
22,100,11,44.33333333,Happy,Medium
19,65,16,33.33333333,Concentrated,Medium
8,56,9,24.33333333,Relaxed,Low
3,68,7,26.0,Relaxed,Low
46,32,4,27.33333333,Relaxed,Low
43,11,20,24.66666667,Relaxed,Low
58,13,13,28.0,Relaxed,Low
16,43,13,24.0,Relaxed,Low
4,44,20,22.66666667,Relaxed,Low
68,82,9,53.0,Happy,Medium
37,96,8,47.0,Happy,Medium
34,11,20,21.66666667,Relaxed,Low
89,54,2,48.33333333,Happy,Medium
25,47,20,30.66666667,Concentrated,Medium
98,32,19,49.66666667,Happy,Medium
91,60,9,53.33333333,Happy,Medium
25,82,14,40.33333333,Concentrated,Medium
71,30,11,37.33333333,Concentrated,Medium
91,35,11,45.66666667,Happy,Medium
6,99,1,35.33333333,Concentrated,Medium
51,6,16,24.33333333,Relaxed,Low
30,63,5,32.66666667,Concentrated,Medium
89,31,17,45.66666667,Happy,Medium
100,31,19,50.0,Happy,Medium
77,4,18,33.0,Concentrated,Medium
5,4,12,7.0,Sad,Low
9,19,7,11.66666667,Sad,Low
15,55,3,24.33333333,Relaxed,Low
72,1,3,25.33333333,Relaxed,Low
98,76,18,64.0,Fear,High
75,39,21,45.0,Happy,Medium
45,33,9,29.0,Concentrated,Low
30,94,13,45.66666667,Happy,Medium
64,6,9,26.33333333,Relaxed,Low
8,7,18,11.0,Sad,Low
81,29,10,40.0,Concentrated,Medium
7,62,3,24.0,Relaxed,Low
81,17,17,38.33333333,Concentrated,Medium
56,56,18,43.33333333,Happy,Medium
92,89,5,62.0,Fear,High
26,89,6,40.33333333,Concentrated,Medium
86,70,19,58.33333333,Fear,Medium
60,6,1,22.33333333,Relaxed,Low
76,51,17,48.0,Happy,Medium
96,65,20,60.33333333,Fear,High
75,20,12,35.66666667,Concentrated,Medium
17,24,13,18.0,Relaxed,Low
27,19,5,17.0,Relaxed,Low
35,35,18,29.33333333,Concentrated,Low
44,79,9,44.0,Happy,Medium
23,83,7,37.66666667,Concentrated,Medium
87,95,2,61.33333333,Fear,High
16,77,11,34.66666667,Concentrated,Medium
51,90,14,51.66666667,Happy,Medium
60,69,3,44.0,Happy,Medium
94,67,21,60.66666667,Fear,High
31,12,2,15.0,Relaxed,Low
18,96,11,41.66666667,Concentrated,Medium
24,91,18,44.33333333,Happy,Medium
44,18,3,21.66666667,Relaxed,Low
45,40,18,34.33333333,Concentrated,Medium
45,67,19,43.66666667,Happy,Medium
55,33,11,33.0,Concentrated,Medium
34,51,13,32.66666667,Concentrated,Medium
54,84,9,49.0,Happy,Medium
30,37,9,25.33333333,Relaxed,Low
25,33,18,25.33333333,Relaxed,Low
74,16,17,35.66666667,Concentrated,Medium
3,7,10,6.666666667,Sad,Low
32,43,19,31.33333333,Concentrated,Medium
6,36,4,15.33333333,Relaxed,Low
70,40,8,39.33333333,Concentrated,Medium
56,69,4,43.0,Happy,Medium
86,45,7,46.0,Happy,Medium
11,36,16,21.0,Relaxed,Low
44,38,16,32.66666667,Concentrated,Medium
33,44,15,30.66666667,Concentrated,Medium
39,93,11,47.66666667,Happy,Medium
91,34,16,47.0,Happy,Medium
51,91,10,50.66666667,Happy,Medium
25,10,12,15.66666667,Relaxed,Low
17,42,19,26.0,Relaxed,Low
80,86,15,60.33333333,Fear,High
92,72,1,55.0,Happy,Medium
71,5,5,27.0,Relaxed,Low
16,22,16,18.0,Relaxed,Low
63,56,13,44.0,Happy,Medium
49,24,13,28.66666667,Drunker,Low
56,14,12,27.33333333,Relaxed,Low
61,89,3,51.0,Happy,Medium
52,33,8,31.0,Concentrated,Medium
91,97,16,68.0,Fear,High
9,92,10,37.0,Concentrated,Medium
89,31,8,42.66666667,Drunker,Medium
59,64,1,41.33333333,Concentrated,Medium
85,39,7,43.66666667,Happy,Medium
57,10,4,23.66666667,Relaxed,Low
81,24,21,42.0,Concentrated,Medium
26,28,21,25.0,Relaxed,Low
19,34,9,20.66666667,Relaxed,Low
68,91,20,59.66666667,Fear,Medium
96,88,21,68.33333333,Fear,High
37,84,13,44.66666667,Happy,Medium
83,1,21,35.0,Concentrated,Medium
15,27,2,14.66666667,Drunker,Low
13,62,5,26.66666667,Relaxed,Low
92,35,17,48.0,Happy,Medium
99,77,5,60.33333333,Fear,High
74,64,13,50.33333333,Happy,Medium
28,36,5,23.0,Relaxed,Low
63,27,3,31.0,Concentrated,Medium
39,19,8,22.0,Relaxed,Low
4,57,3,21.33333333,Relaxed,Low
6,100,15,40.33333333,Concentrated,Medium
25,64,14,34.33333333,Concentrated,Medium
92,14,17,41.0,Concentrated,Medium
84,40,12,45.33333333,Happy,Medium
81,89,1,57.0,Fear,Medium
38,51,13,34.0,Concentrated,Medium
40,43,20,34.33333333,Concentrated,Medium
1,5,14,6.666666667,Sad,Low
43,64,17,41.33333333,Concentrated,Medium
65,74,12,50.33333333,Happy,Medium
59,95,5,53.0,Happy,Medium
35,92,11,46.0,Happy,Medium
63,91,2,52.0,Happy,Medium
29,51,1,27.0,Relaxed,Low
66,8,1,25.0,Relaxed,Low
66,70,5,47.0,Happy,Medium
13,46,5,21.33333333,Relaxed,Low
46,93,2,47.0,Happy,Medium
6,51,13,23.33333333,Relaxed,Low
93,28,2,41.0,Concentrated,Medium
21,23,6,16.66666667,Relaxed,Low
15,51,5,23.66666667,Relaxed,Low
71,77,1,49.66666667,Happy,Medium
88,78,15,60.33333333,Fear,High
36,2,5,14.33333333,Drunker,Low
47,56,4,35.66666667,Concentrated,Medium
70,29,13,37.33333333,Concentrated,Medium
33,32,8,24.33333333,Relaxed,Low
37,73,13,41.0,Concentrated,Medium
9,26,1,12.0,Sad,Low
37,94,17,49.33333333,Happy,Medium
86,58,2,48.66666667,Happy,Medium
24,84,9,39.0,Concentrated,Medium
49,80,16,48.33333333,Happy,Medium
30,9,7,15.33333333,Relaxed,Low
46,59,7,37.33333333,Concentrated,Medium
96,25,5,42.0,Concentrated,Medium
20,41,8,23.0,Relaxed,Low
9,92,12,37.66666667,Concentrated,Medium
2,53,3,19.33333333,Relaxed,Low
82,29,10,40.33333333,Concentrated,Medium
79,88,14,60.33333333,Fear,High
64,46,9,39.66666667,Concentrated,Medium
61,82,10,51.0,Happy,Medium
10,71,20,33.66666667,Concentrated,Medium
91,73,4,56.0,Happy,Medium
100,78,3,60.33333333,Fear,High
19,70,14,34.33333333,Concentrated,Medium
90,55,18,54.33333333,Happy,Medium
60,43,1,34.66666667,Concentrated,Medium
14,31,10,18.33333333,Relaxed,Low
69,71,13,51.0,Happy,Medium
76,14,4,31.33333333,Concentrated,Medium
88,93,12,64.33333333,Fear,High
78,28,1,35.66666667,Concentrated,Medium
45,51,20,38.66666667,Concentrated,Medium
97,90,6,64.33333333,Fear,High
81,7,8,32.0,Concentrated,Medium
92,42,8,47.33333333,Happy,Medium
83,27,5,38.33333333,Concentrated,Medium
33,88,16,45.66666667,Happy,Medium
10,45,13,22.66666667,Relaxed,Low
67,56,9,44.0,Happy,Medium
51,81,14,48.66666667,Happy,Medium
14,4,5,7.666666667,Sad,Low
42,9,9,20.0,Relaxed,Low
97,29,13,46.33333333,Happy,Medium
79,89,18,62.0,Fear,High
88,19,17,41.33333333,Concentrated,Medium
87,47,7,47.0,Happy,Medium
74,87,7,56.0,Happy,Medium
64,43,14,40.33333333,Concentrated,Medium
84,71,5,53.33333333,Happy,Medium
22,66,16,34.66666667,Concentrated,Medium
51,55,4,36.66666667,Concentrated,Medium
9,5,18,10.66666667,Sad,Low
61,76,20,52.33333333,Happy,Medium
23,62,5,30.0,Concentrated,Medium
45,66,21,44.0,Happy,Medium
77,2,9,29.33333333,Concentrated,Low
67,41,19,42.33333333,Drunker,Medium
98,91,2,63.66666667,Fear,High
84,92,5,60.33333333,Fear,High
44,61,18,41.0,Concentrated,Medium
96,41,13,50.0,Happy,Medium
92,56,10,52.66666667,Happy,Medium
93,27,14,44.66666667,Happy,Medium
22,29,13,21.33333333,Relaxed,Low
69,39,20,42.66666667,Drunker,Medium
12,66,14,30.66666667,Concentrated,Medium
88,11,16,38.33333333,Concentrated,Medium
90,80,14,61.33333333,Fear,High
40,42,15,32.33333333,Concentrated,Medium
1,92,15,36.0,Concentrated,Medium
3,16,20,13.0,Sad,Low
8,14,12,11.33333333,Sad,Low
42,7,20,23.0,Relaxed,Low
63,59,8,43.33333333,Happy,Medium
17,49,3,23.0,Relaxed,Low
36,29,10,25.0,Relaxed,Low
44,86,21,50.33333333,Happy,Medium
26,27,8,20.33333333,Relaxed,Low
19,48,19,28.66666667,Drunker,Low
60,55,4,39.66666667,Concentrated,Medium
15,62,3,26.66666667,Relaxed,Low
54,43,12,36.33333333,Concentrated,Medium
27,88,4,39.66666667,Concentrated,Medium
26,54,12,30.66666667,Concentrated,Medium
52,89,12,51.0,Happy,Medium
50,61,8,39.66666667,Concentrated,Medium
74,57,15,48.66666667,Happy,Medium
48,94,8,50.0,Happy,Medium
82,21,10,37.66666667,Concentrated,Medium
34,87,11,44.0,Happy,Medium
15,66,8,29.66666667,Concentrated,Low
24,81,10,38.33333333,Concentrated,Medium
67,86,11,54.66666667,Happy,Medium
60,94,17,57.0,Fear,Medium
22,49,9,26.66666667,Relaxed,Low
34,3,13,16.66666667,Relaxed,Low
70,87,8,55.0,Happy,Medium
77,29,12,39.33333333,Concentrated,Medium
37,2,9,16.0,Relaxed,Low
75,27,4,35.33333333,Concentrated,Medium
90,34,7,43.66666667,Happy,Medium
98,67,7,57.33333333,Fear,Medium
28,62,5,31.66666667,Concentrated,Medium
75,60,9,48.0,Happy,Medium
85,3,5,31.0,Concentrated,Medium
10,97,19,42.0,Concentrated,Medium
99,83,16,66.0,Fear,High
89,60,5,51.33333333,Happy,Medium
49,66,10,41.66666667,Concentrated,Medium
83,21,1,35.0,Concentrated,Medium
60,12,6,26.0,Relaxed,Low
99,76,6,60.33333333,Fear,High
10,85,11,35.33333333,Concentrated,Medium
46,67,5,39.33333333,Concentrated,Medium
44,43,1,29.33333333,Concentrated,Low
96,71,5,57.33333333,Fear,Medium
39,81,9,43.0,Happy,Medium
19,64,10,31.0,Concentrated,Medium
34,4,9,15.66666667,Relaxed,Low
30,46,15,30.33333333,Concentrated,Medium
53,69,5,42.33333333,Drunker,Medium
17,54,18,29.66666667,Concentrated,Low
94,28,18,46.66666667,Happy,Medium
24,82,13,39.66666667,Concentrated,Medium
99,69,13,60.33333333,Fear,High
64,23,14,33.66666667,Concentrated,Medium
13,40,5,19.33333333,Relaxed,Low
94,27,17,46.0,Happy,Medium
76,44,2,40.66666667,Concentrated,Medium
5,22,16,14.33333333,Drunker,Low
82,22,10,38.0,Concentrated,Medium
23,66,6,31.66666667,Concentrated,Medium
5,11,19,11.66666667,Sad,Low
22,62,7,30.33333333,Concentrated,Medium
32,100,15,49.0,Happy,Medium
61,51,13,41.66666667,Concentrated,Medium
81,18,14,37.66666667,Concentrated,Medium
43,74,7,41.33333333,Concentrated,Medium
54,69,15,46.0,Happy,Medium
91,78,21,63.33333333,Fear,High
47,37,11,31.66666667,Concentrated,Medium
1,64,20,28.33333333,Drunker,Low
31,6,4,13.66666667,Sad,Low
73,24,2,33.0,Concentrated,Medium
40,83,8,43.66666667,Happy,Medium
13,40,20,24.33333333,Relaxed,Low
16,90,3,36.33333333,Concentrated,Medium
35,94,17,48.66666667,Happy,Medium
39,71,4,38.0,Concentrated,Medium
17,91,4,37.33333333,Concentrated,Medium
63,5,16,28.0,Relaxed,Low
11,17,2,10.0,Sad,Low
48,86,15,49.66666667,Happy,Medium
77,9,16,34.0,Concentrated,Medium
12,79,19,36.66666667,Concentrated,Medium
94,38,6,46.0,Happy,Medium
18,65,4,29.0,Concentrated,Low
34,41,11,28.66666667,Drunker,Low
49,70,8,42.33333333,Drunker,Medium
26,48,11,28.33333333,Drunker,Low
100,95,16,70.33333333,Drunker,High
29,53,10,30.66666667,Concentrated,Medium
75,59,13,49.0,Happy,Medium
24,20,10,18.0,Relaxed,Low
25,98,13,45.33333333,Happy,Medium
87,83,15,61.66666667,Fear,High
53,23,2,26.0,Relaxed,Low
84,48,20,50.66666667,Happy,Medium
75,61,7,47.66666667,Happy,Medium
86,86,10,60.66666667,Fear,High
4,78,9,30.33333333,Concentrated,Medium
37,87,12,45.33333333,Happy,Medium
96,18,5,39.66666667,Concentrated,Medium
70,63,14,49.0,Happy,Medium
49,91,16,52.0,Happy,Medium
45,28,18,30.33333333,Concentrated,Medium
67,58,9,44.66666667,Happy,Medium
85,52,21,52.66666667,Happy,Medium
35,98,10,47.66666667,Happy,Medium
14,40,15,23.0,Relaxed,Low
87,55,21,54.33333333,Happy,Medium
85,13,15,37.66666667,Concentrated,Medium
65,51,6,40.66666667,Concentrated,Medium
57,54,2,37.66666667,Concentrated,Medium
19,71,3,31.0,Concentrated,Medium
7,35,1,14.33333333,Drunker,Low
95,70,2,55.66666667,Happy,Medium
100,36,11,49.0,Happy,Medium
85,95,10,63.33333333,Fear,High
23,31,9,21.0,Relaxed,Low
61,74,10,48.33333333,Happy,Medium
80,3,7,30.0,Concentrated,Medium
67,38,20,41.66666667,Concentrated,Medium
83,73,1,52.33333333,Happy,Medium
37,10,17,21.33333333,Relaxed,Low
72,3,3,26.0,Relaxed,Low
71,12,13,32.0,Concentrated,Medium
78,22,14,38.0,Concentrated,Medium
53,51,8,37.33333333,Concentrated,Medium
45,44,7,32.0,Concentrated,Medium
35,57,17,36.33333333,Concentrated,Medium
63,82,17,54.0,Happy,Medium
79,68,17,54.66666667,Happy,Medium
99,56,9,54.66666667,Happy,Medium
35,6,15,18.66666667,Relaxed,Low
81,45,4,43.33333333,Happy,Medium
18,50,14,27.33333333,Relaxed,Low
67,69,8,48.0,Happy,Medium
80,51,10,47.0,Happy,Medium
19,4,19,14.0,Sad,Low
68,40,5,37.66666667,Concentrated,Medium
27,37,13,25.66666667,Relaxed,Low
15,90,15,40.0,Concentrated,Medium
15,52,10,25.66666667,Relaxed,Low
97,28,5,43.33333333,Happy,Medium
51,33,18,34.0,Concentrated,Medium
70,3,14,29.0,Concentrated,Low
100,83,1,61.33333333,Fear,High
30,72,13,38.33333333,Concentrated,Medium
84,68,19,57.0,Fear,Medium
100,41,5,48.66666667,Happy,Medium
76,78,16,56.66666667,Drunker,Medium
23,33,10,22.0,Relaxed,Low
86,19,17,40.66666667,Concentrated,Medium
36,43,12,30.33333333,Concentrated,Medium
86,50,18,51.33333333,Happy,Medium
11,4,13,9.333333333,Sad,Low
36,11,8,18.33333333,Relaxed,Low
99,92,1,64.0,Fear,High
11,50,6,22.33333333,Relaxed,Low
33,17,18,22.66666667,Relaxed,Low
64,57,18,46.33333333,Happy,Medium
30,62,8,33.33333333,Concentrated,Medium
51,89,1,47.0,Happy,Medium
43,67,11,40.33333333,Concentrated,Medium
30,14,6,16.66666667,Relaxed,Low
31,26,21,26.0,Relaxed,Low
49,69,5,41.0,Concentrated,Medium
69,65,15,49.66666667,Happy,Medium
91,76,9,58.66666667,Fear,Medium
2,98,8,36.0,Concentrated,Medium
57,63,1,40.33333333,Concentrated,Medium
51,53,2,35.33333333,Concentrated,Medium
11,31,19,20.33333333,Relaxed,Low
98,69,19,62.0,Fear,High
82,28,14,41.33333333,Concentrated,Medium
23,63,17,34.33333333,Concentrated,Medium
37,62,13,37.33333333,Concentrated,Medium
21,40,5,22.0,Relaxed,Low
70,10,8,29.33333333,Concentrated,Low
83,29,10,40.66666667,Concentrated,Medium
50,36,10,32.0,Concentrated,Medium
91,73,5,56.33333333,Drunker,Medium
99,100,12,70.33333333,Drunker,High
61,6,21,29.33333333,Concentrated,Low
45,51,15,37.0,Concentrated,Medium
44,88,13,48.33333333,Happy,Medium
31,73,21,41.66666667,Concentrated,Medium
68,20,3,30.33333333,Concentrated,Medium
99,47,4,50.0,Happy,Medium
96,6,16,39.33333333,Concentrated,Medium
48,61,21,43.33333333,Happy,Medium
65,94,16,58.33333333,Fear,Medium
26,66,15,35.66666667,Concentrated,Medium
97,12,10,39.66666667,Concentrated,Medium
16,82,18,38.66666667,Concentrated,Medium
54,14,6,24.66666667,Relaxed,Low
12,43,16,23.66666667,Relaxed,Low
87,82,9,59.33333333,Fear,Medium
94,13,2,36.33333333,Concentrated,Medium
69,52,20,47.0,Happy,Medium
19,88,9,38.66666667,Concentrated,Medium
6,2,18,8.666666667,Sad,Low
87,47,17,50.33333333,Happy,Medium
21,38,11,23.33333333,Relaxed,Low
92,4,4,33.33333333,Concentrated,Medium
63,21,5,29.66666667,Concentrated,Low
71,67,20,52.66666667,Happy,Medium
50,20,15,28.33333333,Drunker,Low
85,24,12,40.33333333,Concentrated,Medium
23,50,18,30.33333333,Concentrated,Medium
29,51,2,27.33333333,Relaxed,Low
63,83,1,49.0,Happy,Medium
58,43,9,36.66666667,Concentrated,Medium
2,3,18,7.666666667,Sad,Low
3,61,14,26.0,Relaxed,Low
82,23,5,36.66666667,Concentrated,Medium
57,48,14,39.66666667,Concentrated,Medium
23,95,16,44.66666667,Happy,Medium
28,86,12,42.0,Concentrated,Medium
98,54,9,53.66666667,Happy,Medium
25,19,12,18.66666667,Relaxed,Low
99,59,16,58.0,Fear,Medium
67,93,11,57.0,Fear,Medium
29,52,5,28.66666667,Drunker,Low
73,68,6,49.0,Happy,Medium
94,2,18,38.0,Concentrated,Medium
84,82,18,61.33333333,Fear,High
32,99,20,50.33333333,Happy,Medium
47,12,3,20.66666667,Relaxed,Low
64,100,10,58.0,Fear,Medium
3,86,18,35.66666667,Concentrated,Medium
29,60,11,33.33333333,Concentrated,Medium
23,13,6,14.0,Sad,Low
54,20,7,27.0,Relaxed,Low
41,14,9,21.33333333,Relaxed,Low
81,54,7,47.33333333,Happy,Medium
42,73,8,41.0,Concentrated,Medium
60,6,14,26.66666667,Relaxed,Low
4,65,1,23.33333333,Relaxed,Low
81,16,19,38.66666667,Concentrated,Medium
14,40,15,23.0,Relaxed,Low
92,35,20,49.0,Happy,Medium
86,23,13,40.66666667,Concentrated,Medium
82,22,6,36.66666667,Concentrated,Medium
10,57,5,24.0,Relaxed,Low
32,69,18,39.66666667,Concentrated,Medium
97,16,12,41.66666667,Concentrated,Medium
45,84,11,46.66666667,Happy,Medium
43,86,11,46.66666667,Happy,Medium
10,6,2,6.0,Sad,Low
31,70,19,40.0,Concentrated,Medium
37,96,8,47.0,Happy,Medium
